fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
7.066215937289542;0.15448813340846215;0.38742318364358747;5.820402073160905;0.06300517046556736;24.168793809054286;143.1506433296286;0.9939421737996719;3.4401941641206695;0.26376119793527947;10.141730763582022;6
6.086875596464244;0.22780840432809243;0.4801521005756831;9.810745982791877;0.04255150237015826;18.147568047418453;114.03020541139526;0.9901044610711556;3.4174790512123545;0.730534388225694;10.336448950773613;6
6.532057390910588;0.15165991570435527;0.26121541261000775;7.031382720937138;0.06926453485953346;16.090506819574674;98.24653237863245;0.9972614076441767;3.017908493538936;0.3662097179653999;11.41859654062092;6
6.400670897028521;0.23013819084911177;0.3054149248260816;2.030874216100301;0.05029697585693549;44.45646711350172;80.71100921129333;0.9947903470572509;3.2403847998471;0.41013138745112443;9.550766179518659;5
7.570781610700164;0.2417078214608951;0.29083334149469037;2.795550423789045;0.0530672235850067;16.8755741454949;74.13593104049353;0.9930852307657038;2.9977252363302442;0.6805167570814232;11.748796602771701;6
6.503071614855629;0.2617228379769681;0.27553264921416865;2.434633286351667;0.034295649357287065;44.47610423567199;89.98192584591212;0.9935711249118464;3.185604426953189;0.45265177572526805;8.025127476283643;6
7.268478410969317;0.08510789416984334;0.2612968474002929;4.077477517448641;0.04498629529209516;75.97366642576587;122.67594844567056;0.996434260328538;3.311632190695587;0.2799379535580589;9.094158187945533;5
8.538567367960468;0.43151853959826375;0.3368720336920063;7.070978006361106;0.030429333423051704;23.276325451132134;118.57376570312556;0.9889497856251827;3.351421302969938;0.7608351606515518;9.886782412593362;6
7.9108036973948295;0.3660750173198204;0.23601280637741168;5.050934307185086;0.035465069429635884;22.295092812842523;121.489141097221;0.9899179055778256;3.360460980444589;0.42717045027307;9.142388768334012;5
6.481059520231187;0.2457354802667559;0.26515415491876715;9.800371628618032;0.058122816618812016;15.423450258873332;125.38170569908203;0.9983884721346921;3.1887821584428964;0.4024885560688049;11.02482554833035;5
6.5589921698895335;0.32383308352649104;0.3007162850843444;3.64406795995754;0.04199091991854622;44.50378120380444;148.21659812601544;0.9966854974719423;3.190797928474303;0.479291659900312;9.507962882004911;5
7.232468514028087;0.2859189897920931;0.43082927932953846;4.9115876873799635;0.05044661767119172;61.34887062255519;200.61597230750084;0.9972397833202447;3.3596452579078426;0.3571280849507637;11.393887993551314;6
5.448323326108548;0.3134002026795663;0.44518168796909224;5.926789102363639;0.0529568736374645;14.229419995041853;187.38741554764846;0.9982488131118133;3.0452953951701187;0.5973660170359961;10.472148056852316;6
6.125848184191757;0.14001474174063164;0.41324922871433356;9.968663448996667;0.03031382481038001;26.547394067692764;155.40156710666105;0.9968969269474676;2.9528337970668384;0.444815756162879;10.377121329546803;7
7.2640451124239425;0.29477418687766477;0.4451176801777541;5.236286513487956;0.039113213893239906;56.159825133469454;138.6629411466959;0.9940801715517502;3.4110254922887417;0.5554848150047413;8.0;5
6.745576747237791;0.3322626460602725;0.1876053007487298;2.1550273013924577;0.026195180236656773;48.218466966210535;132.74081711536127;0.9984324573802251;3.329806140960515;0.5751025673855326;10.583735793763202;6
8.475514481416287;0.10033794964758572;0.3167252712814456;2.763611148197118;0.03879118197584118;33.50544682259334;91.00347852561062;0.996287325796299;3.266834196902506;0.3992732292084052;9.105687664843872;5
6.330508169813114;0.3660501942706025;0.34351179092241946;3.538935210758496;0.04600046511523266;59.75390019707687;113.81147617807288;0.9948156083984485;3.1451039955246007;0.47161943637221704;10.534675098767664;6
5.970655251579352;0.2648903184019952;0.07870035341826997;1.3320678819008247;0.08572868932372978;36.877222231964936;125.38922019570533;0.9940591270981323;2.77735770276583;0.5190696548699764;11.720640423291545;7
6.102721225525429;0.08;0.10715447403774295;4.39179947260866;0.0698616725154719;16.255331386859766;243.04066848143006;0.996103935055806;2.982970064560225;0.5087085042545073;9.644443180012173;6
6.861794051245587;0.23588682969157784;0.25009670050603233;3.0552077635215245;0.05124985950274445;40.94500773679964;270.1134003178708;0.9892934512613117;2.9765872186802573;0.7880468722979903;10.575015667749536;7
6.714903063620741;0.2608169330541702;0.5942950913773442;7.154546287079142;0.012291307792794037;20.370729208794785;129.48919227920544;0.9914696407680254;3.299834665286357;0.3791189475639772;11.650286093587459;6
8.723502105018827;0.29347623320855876;0.42849827357928544;8.69646553385114;0.03560944340064243;18.526239710950758;96.58984936944734;0.9916655839903676;3.400145339516477;0.32488110340445203;11.028828116306022;6
