fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
9.184282626239545;0.39895947057875586;0.19925937994179468;0.9;0.08358865311391528;49.96702463490014;40.486309904913455;0.9955295476669359;3.5623971391019946;0.8666377119453181;9.089269767817939;6
8.079420115962138;0.4970786406011288;0.35308950553740254;0.9;0.04038880724178625;16.12634295513752;28.41843824219247;0.996042401883618;3.2586632304779815;0.5566984146660041;11.10153921779451;6
9.446978056295205;0.7774777554466733;0.3051833519976837;3.2575012552137794;0.12418274418072742;8.02407778385209;20.374592245221212;0.9983143250871427;3.685485670760423;0.6619210410682694;10.91700173796764;5
10.970071950149965;0.41372644775758366;0.3508345241949927;2.8882056305412074;0.03740043017852891;35.76053786852243;37.00970339528119;0.9930655824286392;3.3136719504777865;0.6889553497007067;10.035062132231973;6
7.912573127981395;0.3861454388029544;0.31223507260216227;2.155683116607905;0.0933658558451672;46.156268709520866;54.53141973166236;1.000076860059258;3.1655997198386463;0.5506247456091772;10.108274753446308;6
7.912601694908426;0.4431061660072342;0.5129845045295447;1.0774700523298468;0.05158001303562399;12.990447385191757;30.82301733939542;0.9976192981375503;3.2149540201134132;0.9231826790735477;10.923320233949797;5
11.06783029898286;0.3584008505134318;0.08905988765962859;1.5387273278884444;0.06508271899659321;9.791760028374386;9.324960487454895;0.9966195693982456;2.9714912342065873;0.48153604521342497;11.69368671913471;5
9.655336428726061;0.5520806568790633;0.14137092369287907;1.9380402268034456;0.10219174400727188;11.947430116256292;85.18747460120935;0.9984229848781085;3.551052851237392;0.682955914813094;10.117411265183023;5
7.503114568473183;0.822442122524521;0.12319470539854346;0.9711522895838457;0.10310629729042019;20.355314486594825;42.80072432974128;0.99394151398418;3.5492142983565795;0.6802768941877053;11.120516687518714;5
9.264054475839579;0.5881542691608853;0.42773644425389595;1.5141100496515871;0.15738948825483273;28.54762154933393;29.75135582069129;0.995437068280213;3.157673884178002;0.6304099953564846;11.024764232280521;5
7.513653214506316;0.48457636961726824;0.4410757317950621;3.11412229102026;0.07538847745036853;18.6660066176063;65.50962996639801;0.996469956678458;3.275817356742714;0.4600881365670923;11.360858803198605;6
